uri,name,activity_code_1,activity_code_2,introduction,entityType,graphdbName,dataSpace,abstractField,creationDate,sameAs,industry,outputOf,inputOf,productionVolume,productionVolumeUnit,pedigreeMatrix,imageUrl
rdf.bonsai.uno/exiobase3_3_17/activities/A_SDCL,Quarrying of sand and clay,i14.2,A_SDCL,This dataset is about Quarrying of sand and clay. It presents the production of aluminium from the extraction of raw materials to the distribution of the finished product.,,bonsaiDB,bonsaiDB,This is an in-depth explanation of what the activity dataset covers. And what follows is gibberish. Kliuhoæi loij iuh'iu. Jluyklujbælkjn de gre fgk afsafd arga aesdefef. Awrfwaqefadfa. Fgsreead rgfertghs aesdw dwsef rgfe. Sgsfs srgrdsrfvseartwregf.,8/11/2019,Aluminum,Metallurgy,Aluminium smleting,Aluminium recycling; Car manufacture; Manufacture of food containers,5379237,tons,1;3;1;5;142,https://upload.wikimedia.org/wikipedia/commons/c/c2/Luftaufnahmen_Nordseekueste_2012-05-by-RaBoe-478.jpg
rdf.bonsai.uno/exiobase3_3_17/activities/A_STEL,Manufacture of basic iron and steel and of ferro-alloys and first products thereof,i27.a,A_STEL,This dataset is about Manufacture of basic iron and steel and of ferro-alloys and first products thereof. It presents the production of aluminium from the extraction of raw materials to the distribution of the finished product.,,bonsaiDB,bonsaiDB,This is an in-depth explanation of what the activity dataset covers. And what follows is gibberish. Kliuhoæi loij iuh'iu. Jluyklujbælkjn de gre fgk afsafd arga aesdefef. Awrfwaqefadfa. Fgsreead rgfertghs aesdw dwsef rgfe. Sgsfs srgrdsrfvseartwregf.,8/12/2019,Aluminum,Metallurgy,Aluminium smleting,Aluminium recycling; Car manufacture; Manufacture of food containers,6784705,unit,1;3;1;5;143,https://upload.wikimedia.org/wikipedia/commons/c/c2/Luftaufnahmen_Nordseekueste_2012-05-by-RaBoe-478.jpg
rdf.bonsai.uno/exiobase3_3_17/activities/A_STEW,Re-processing of secondary steel into new steel,i27.a.w,A_STEW,This dataset is about Re-processing of secondary steel into new steel. It presents the production of aluminium from the extraction of raw materials to the distribution of the finished product.,,bonsaiDB,bonsaiDB,This is an in-depth explanation of what the activity dataset covers. And what follows is gibberish. Kliuhoæi loij iuh'iu. Jluyklujbælkjn de gre fgk afsafd arga aesdefef. Awrfwaqefadfa. Fgsreead rgfertghs aesdw dwsef rgfe. Sgsfs srgrdsrfvseartwregf.,8/13/2019,Aluminum,Metallurgy,Aluminium smleting,Aluminium recycling; Car manufacture; Manufacture of food containers,3334770,cubic meter,1;3;1;5;144,https://upload.wikimedia.org/wikipedia/commons/c/c2/Luftaufnahmen_Nordseekueste_2012-05-by-RaBoe-478.jpg
rdf.bonsai.uno/exiobase3_3_17/activities/A_STON,Quarrying of stone,i14.1,A_STON,This dataset is about Quarrying of stone. It presents the production of aluminium from the extraction of raw materials to the distribution of the finished product.,,bonsaiDB,bonsaiDB,This is an in-depth explanation of what the activity dataset covers. And what follows is gibberish. Kliuhoæi loij iuh'iu. Jluyklujbælkjn de gre fgk afsafd arga aesdefef. Awrfwaqefadfa. Fgsreead rgfertghs aesdw dwsef rgfe. Sgsfs srgrdsrfvseartwregf.,8/14/2019,Aluminum,Metallurgy,Aluminium smleting,Aluminium recycling; Car manufacture; Manufacture of food containers,7721517,tons,1;3;1;5;145,https://upload.wikimedia.org/wikipedia/commons/c/c2/Luftaufnahmen_Nordseekueste_2012-05-by-RaBoe-478.jpg
rdf.bonsai.uno/exiobase3_3_17/activities/A_SUGB,Cultivation of sugar cane sugar beet,i01.f,A_SUGB,This dataset is about Cultivation of sugar cane sugar beet. It presents the production of aluminium from the extraction of raw materials to the distribution of the finished product.,,bonsaiDB,bonsaiDB,This is an in-depth explanation of what the activity dataset covers. And what follows is gibberish. Kliuhoæi loij iuh'iu. Jluyklujbælkjn de gre fgk afsafd arga aesdefef. Awrfwaqefadfa. Fgsreead rgfertghs aesdw dwsef rgfe. Sgsfs srgrdsrfvseartwregf.,8/15/2019,Aluminum,Metallurgy,Aluminium smleting,Aluminium recycling; Car manufacture; Manufacture of food containers,4978887,unit,1;3;1;5;146,https://upload.wikimedia.org/wikipedia/commons/c/c2/Luftaufnahmen_Nordseekueste_2012-05-by-RaBoe-478.jpg
rdf.bonsai.uno/exiobase3_3_17/activities/A_SUGR,Sugar refining,i15.h,A_SUGR,This dataset is about Sugar refining. It presents the production of aluminium from the extraction of raw materials to the distribution of the finished product.,,bonsaiDB,bonsaiDB,This is an in-depth explanation of what the activity dataset covers. And what follows is gibberish. Kliuhoæi loij iuh'iu. Jluyklujbælkjn de gre fgk afsafd arga aesdefef. Awrfwaqefadfa. Fgsreead rgfertghs aesdw dwsef rgfe. Sgsfs srgrdsrfvseartwregf.,8/16/2019,Aluminum,Metallurgy,Aluminium smleting,Aluminium recycling; Car manufacture; Manufacture of food containers,5226356,cubic meter,1;3;1;5;147,https://upload.wikimedia.org/wikipedia/commons/c/c2/Luftaufnahmen_Nordseekueste_2012-05-by-RaBoe-478.jpg
rdf.bonsai.uno/exiobase3_3_17/activities/A_TAIR,Air transport (62),i62,A_TAIR,This dataset is about Air transport (62). It presents the production of aluminium from the extraction of raw materials to the distribution of the finished product.,,bonsaiDB,bonsaiDB,This is an in-depth explanation of what the activity dataset covers. And what follows is gibberish. Kliuhoæi loij iuh'iu. Jluyklujbælkjn de gre fgk afsafd arga aesdefef. Awrfwaqefadfa. Fgsreead rgfertghs aesdw dwsef rgfe. Sgsfs srgrdsrfvseartwregf.,8/17/2019,Aluminum,Metallurgy,Aluminium smleting,Aluminium recycling; Car manufacture; Manufacture of food containers,4334437,tons,1;3;1;5;148,https://upload.wikimedia.org/wikipedia/commons/c/c2/Luftaufnahmen_Nordseekueste_2012-05-by-RaBoe-478.jpg
rdf.bonsai.uno/exiobase3_3_17/activities/A_TAUX,Supporting and auxiliary transport activities; activities of travel agencies (63),i63,A_TAUX,This dataset is about Supporting and auxiliary transport activities; activities of travel agencies (63). It presents the production of aluminium from the extraction of raw materials to the distribution of the finished product.,,bonsaiDB,bonsaiDB,This is an in-depth explanation of what the activity dataset covers. And what follows is gibberish. Kliuhoæi loij iuh'iu. Jluyklujbælkjn de gre fgk afsafd arga aesdefef. Awrfwaqefadfa. Fgsreead rgfertghs aesdw dwsef rgfe. Sgsfs srgrdsrfvseartwregf.,8/18/2019,Aluminum,Metallurgy,Aluminium smleting,Aluminium recycling; Car manufacture; Manufacture of food containers,2118195,unit,1;3;1;5;149,https://upload.wikimedia.org/wikipedia/commons/c/c2/Luftaufnahmen_Nordseekueste_2012-05-by-RaBoe-478.jpg
rdf.bonsai.uno/exiobase3_3_17/activities/A_TDFU,Retail sale of automotive fuel,i50.b,A_TDFU,This dataset is about Retail sale of automotive fuel. It presents the production of aluminium from the extraction of raw materials to the distribution of the finished product.,,bonsaiDB,bonsaiDB,This is an in-depth explanation of what the activity dataset covers. And what follows is gibberish. Kliuhoæi loij iuh'iu. Jluyklujbælkjn de gre fgk afsafd arga aesdefef. Awrfwaqefadfa. Fgsreead rgfertghs aesdw dwsef rgfe. Sgsfs srgrdsrfvseartwregf.,8/19/2019,Aluminum,Metallurgy,Aluminium smleting,Aluminium recycling; Car manufacture; Manufacture of food containers,6577318,cubic meter,1;3;1;5;150,https://upload.wikimedia.org/wikipedia/commons/c/c2/Luftaufnahmen_Nordseekueste_2012-05-by-RaBoe-478.jpg
rdf.bonsai.uno/exiobase3_3_17/activities/A_TDMO,Sale maintenance repair of motor vehicles motor vehicles parts motorcycles motor cycles parts and accessoiries,i50.a,A_TDMO,This dataset is about Sale maintenance repair of motor vehicles motor vehicles parts motorcycles motor cycles parts and accessoiries. It presents the production of aluminium from the extraction of raw materials to the distribution of the finished product.,,bonsaiDB,bonsaiDB,This is an in-depth explanation of what the activity dataset covers. And what follows is gibberish. Kliuhoæi loij iuh'iu. Jluyklujbælkjn de gre fgk afsafd arga aesdefef. Awrfwaqefadfa. Fgsreead rgfertghs aesdw dwsef rgfe. Sgsfs srgrdsrfvseartwregf.,8/20/2019,Aluminum,Metallurgy,Aluminium smleting,Aluminium recycling; Car manufacture; Manufacture of food containers,6584477,tons,1;3;1;5;151,https://upload.wikimedia.org/wikipedia/commons/c/c2/Luftaufnahmen_Nordseekueste_2012-05-by-RaBoe-478.jpg
rdf.bonsai.uno/exiobase3_3_17/activities/A_TDRT,Retail trade except of motor vehicles and motorcycles; repair of personal and household goods (52),i52,A_TDRT,This dataset is about Retail trade except of motor vehicles and motorcycles; repair of personal and household goods (52). It presents the production of aluminium from the extraction of raw materials to the distribution of the finished product.,,bonsaiDB,bonsaiDB,This is an in-depth explanation of what the activity dataset covers. And what follows is gibberish. Kliuhoæi loij iuh'iu. Jluyklujbælkjn de gre fgk afsafd arga aesdefef. Awrfwaqefadfa. Fgsreead rgfertghs aesdw dwsef rgfe. Sgsfs srgrdsrfvseartwregf.,8/21/2019,Aluminum,Metallurgy,Aluminium smleting,Aluminium recycling; Car manufacture; Manufacture of food containers,7687207,unit,1;3;1;5;152,https://upload.wikimedia.org/wikipedia/commons/c/c2/Luftaufnahmen_Nordseekueste_2012-05-by-RaBoe-478.jpg
rdf.bonsai.uno/exiobase3_3_17/activities/A_TDWH,Wholesale trade and commission trade except of motor vehicles and motorcycles (51),i51,A_TDWH,This dataset is about Wholesale trade and commission trade except of motor vehicles and motorcycles (51). It presents the production of aluminium from the extraction of raw materials to the distribution of the finished product.,,bonsaiDB,bonsaiDB,This is an in-depth explanation of what the activity dataset covers. And what follows is gibberish. Kliuhoæi loij iuh'iu. Jluyklujbælkjn de gre fgk afsafd arga aesdefef. Awrfwaqefadfa. Fgsreead rgfertghs aesdw dwsef rgfe. Sgsfs srgrdsrfvseartwregf.,8/22/2019,Aluminum,Metallurgy,Aluminium smleting,Aluminium recycling; Car manufacture; Manufacture of food containers,6647253,cubic meter,1;3;1;5;153,https://upload.wikimedia.org/wikipedia/commons/c/c2/Luftaufnahmen_Nordseekueste_2012-05-by-RaBoe-478.jpg
rdf.bonsai.uno/exiobase3_3_17/activities/A_TEXT,Manufacture of textiles (17),i17,A_TEXT,This dataset is about Manufacture of textiles (17). It presents the production of aluminium from the extraction of raw materials to the distribution of the finished product.,,bonsaiDB,bonsaiDB,This is an in-depth explanation of what the activity dataset covers. And what follows is gibberish. Kliuhoæi loij iuh'iu. Jluyklujbælkjn de gre fgk afsafd arga aesdefef. Awrfwaqefadfa. Fgsreead rgfertghs aesdw dwsef rgfe. Sgsfs srgrdsrfvseartwregf.,8/23/2019,Aluminum,Metallurgy,Aluminium smleting,Aluminium recycling; Car manufacture; Manufacture of food containers,5638509,tons,1;3;1;5;154,https://upload.wikimedia.org/wikipedia/commons/c/c2/Luftaufnahmen_Nordseekueste_2012-05-by-RaBoe-478.jpg
rdf.bonsai.uno/exiobase3_3_17/activities/A_TLND,Other land transport,i60.2,A_TLND,This dataset is about Other land transport. It presents the production of aluminium from the extraction of raw materials to the distribution of the finished product.,,bonsaiDB,bonsaiDB,This is an in-depth explanation of what the activity dataset covers. And what follows is gibberish. Kliuhoæi loij iuh'iu. Jluyklujbælkjn de gre fgk afsafd arga aesdefef. Awrfwaqefadfa. Fgsreead rgfertghs aesdw dwsef rgfe. Sgsfs srgrdsrfvseartwregf.,8/24/2019,Aluminum,Metallurgy,Aluminium smleting,Aluminium recycling; Car manufacture; Manufacture of food containers,7205435,unit,1;3;1;5;155,https://upload.wikimedia.org/wikipedia/commons/c/c2/Luftaufnahmen_Nordseekueste_2012-05-by-RaBoe-478.jpg
rdf.bonsai.uno/exiobase3_3_17/activities/A_TOBC,Manufacture of tobacco products (16),i16,A_TOBC,This dataset is about Manufacture of tobacco products (16). It presents the production of aluminium from the extraction of raw materials to the distribution of the finished product.,,bonsaiDB,bonsaiDB,This is an in-depth explanation of what the activity dataset covers. And what follows is gibberish. Kliuhoæi loij iuh'iu. Jluyklujbælkjn de gre fgk afsafd arga aesdefef. Awrfwaqefadfa. Fgsreead rgfertghs aesdw dwsef rgfe. Sgsfs srgrdsrfvseartwregf.,8/25/2019,Aluminum,Metallurgy,Aluminium smleting,Aluminium recycling; Car manufacture; Manufacture of food containers,7831017,cubic meter,1;3;1;5;156,https://upload.wikimedia.org/wikipedia/commons/c/c2/Luftaufnahmen_Nordseekueste_2012-05-by-RaBoe-478.jpg
rdf.bonsai.uno/exiobase3_3_17/activities/A_TPIP,Transport via pipelines,i60.3,A_TPIP,This dataset is about Transport via pipelines. It presents the production of aluminium from the extraction of raw materials to the distribution of the finished product.,,bonsaiDB,bonsaiDB,This is an in-depth explanation of what the activity dataset covers. And what follows is gibberish. Kliuhoæi loij iuh'iu. Jluyklujbælkjn de gre fgk afsafd arga aesdefef. Awrfwaqefadfa. Fgsreead rgfertghs aesdw dwsef rgfe. Sgsfs srgrdsrfvseartwregf.,8/26/2019,Aluminum,Metallurgy,Aluminium smleting,Aluminium recycling; Car manufacture; Manufacture of food containers,3123846,tons,1;3;1;5;157,https://upload.wikimedia.org/wikipedia/commons/c/c2/Luftaufnahmen_Nordseekueste_2012-05-by-RaBoe-478.jpg
rdf.bonsai.uno/exiobase3_3_17/activities/A_TRAI,Transport via railways,i60.1,A_TRAI,This dataset is about Transport via railways. It presents the production of aluminium from the extraction of raw materials to the distribution of the finished product.,,bonsaiDB,bonsaiDB,This is an in-depth explanation of what the activity dataset covers. And what follows is gibberish. Kliuhoæi loij iuh'iu. Jluyklujbælkjn de gre fgk afsafd arga aesdefef. Awrfwaqefadfa. Fgsreead rgfertghs aesdw dwsef rgfe. Sgsfs srgrdsrfvseartwregf.,8/27/2019,Aluminum,Metallurgy,Aluminium smleting,Aluminium recycling; Car manufacture; Manufacture of food containers,5909214,unit,1;3;1;5;158,https://upload.wikimedia.org/wikipedia/commons/c/c2/Luftaufnahmen_Nordseekueste_2012-05-by-RaBoe-478.jpg
rdf.bonsai.uno/exiobase3_3_17/activities/A_TWAI,Inland water transport,i61.2,A_TWAI,This dataset is about Inland water transport. It presents the production of aluminium from the extraction of raw materials to the distribution of the finished product.,,bonsaiDB,bonsaiDB,This is an in-depth explanation of what the activity dataset covers. And what follows is gibberish. Kliuhoæi loij iuh'iu. Jluyklujbælkjn de gre fgk afsafd arga aesdefef. Awrfwaqefadfa. Fgsreead rgfertghs aesdw dwsef rgfe. Sgsfs srgrdsrfvseartwregf.,8/28/2019,Aluminum,Metallurgy,Aluminium smleting,Aluminium recycling; Car manufacture; Manufacture of food containers,4244021,cubic meter,1;3;1;5;159,https://upload.wikimedia.org/wikipedia/commons/c/c2/Luftaufnahmen_Nordseekueste_2012-05-by-RaBoe-478.jpg
rdf.bonsai.uno/exiobase3_3_17/activities/A_TWAS,Sea and coastal water transport,i61.1,A_TWAS,This dataset is about Sea and coastal water transport. It presents the production of aluminium from the extraction of raw materials to the distribution of the finished product.,,bonsaiDB,bonsaiDB,This is an in-depth explanation of what the activity dataset covers. And what follows is gibberish. Kliuhoæi loij iuh'iu. Jluyklujbælkjn de gre fgk afsafd arga aesdefef. Awrfwaqefadfa. Fgsreead rgfertghs aesdw dwsef rgfe. Sgsfs srgrdsrfvseartwregf.,8/29/2019,Aluminum,Metallurgy,Aluminium smleting,Aluminium recycling; Car manufacture; Manufacture of food containers,4915926,tons,1;3;1;5;160,https://upload.wikimedia.org/wikipedia/commons/c/c2/Luftaufnahmen_Nordseekueste_2012-05-by-RaBoe-478.jpg
rdf.bonsai.uno/exiobase3_3_17/activities/A_VOIL,Processing vegetable oils and fats,i15.e,A_VOIL,This dataset is about Processing vegetable oils and fats. It presents the production of aluminium from the extraction of raw materials to the distribution of the finished product.,,bonsaiDB,bonsaiDB,This is an in-depth explanation of what the activity dataset covers. And what follows is gibberish. Kliuhoæi loij iuh'iu. Jluyklujbælkjn de gre fgk afsafd arga aesdefef. Awrfwaqefadfa. Fgsreead rgfertghs aesdw dwsef rgfe. Sgsfs srgrdsrfvseartwregf.,8/30/2019,Aluminum,Metallurgy,Aluminium smleting,Aluminium recycling; Car manufacture; Manufacture of food containers,3186237,tons,1;3;1;5;161,https://upload.wikimedia.org/wikipedia/commons/c/c2/Luftaufnahmen_Nordseekueste_2012-05-by-RaBoe-478.jpg
rdf.bonsai.uno/exiobase3_3_17/activities/A_WASF,Waste water treatment food,i90.4.a,A_WASF,This dataset is about Waste water treatment food. It presents the production of aluminium from the extraction of raw materials to the distribution of the finished product.,,bonsaiDB,bonsaiDB,This is an in-depth explanation of what the activity dataset covers. And what follows is gibberish. Kliuhoæi loij iuh'iu. Jluyklujbælkjn de gre fgk afsafd arga aesdefef. Awrfwaqefadfa. Fgsreead rgfertghs aesdw dwsef rgfe. Sgsfs srgrdsrfvseartwregf.,8/31/2019,Aluminum,Metallurgy,Aluminium smleting,Aluminium recycling; Car manufacture; Manufacture of food containers,6140788,unit,1;3;1;5;162,https://upload.wikimedia.org/wikipedia/commons/c/c2/Luftaufnahmen_Nordseekueste_2012-05-by-RaBoe-478.jpg
rdf.bonsai.uno/exiobase3_3_17/activities/A_WASO,Waste water treatment other,i90.4.b,A_WASO,This dataset is about Waste water treatment other. It presents the production of aluminium from the extraction of raw materials to the distribution of the finished product.,,bonsaiDB,bonsaiDB,This is an in-depth explanation of what the activity dataset covers. And what follows is gibberish. Kliuhoæi loij iuh'iu. Jluyklujbælkjn de gre fgk afsafd arga aesdefef. Awrfwaqefadfa. Fgsreead rgfertghs aesdw dwsef rgfe. Sgsfs srgrdsrfvseartwregf.,9/1/2019,Aluminum,Metallurgy,Aluminium smleting,Aluminium recycling; Car manufacture; Manufacture of food containers,2873549,cubic meter,1;3;1;5;163,https://upload.wikimedia.org/wikipedia/commons/c/c2/Luftaufnahmen_Nordseekueste_2012-05-by-RaBoe-478.jpg
rdf.bonsai.uno/exiobase3_3_17/activities/A_WATR,Collection purification and distribution of water (41),i41,A_WATR,This dataset is about Collection purification and distribution of water (41). It presents the production of aluminium from the extraction of raw materials to the distribution of the finished product.,,bonsaiDB,bonsaiDB,This is an in-depth explanation of what the activity dataset covers. And what follows is gibberish. Kliuhoæi loij iuh'iu. Jluyklujbælkjn de gre fgk afsafd arga aesdefef. Awrfwaqefadfa. Fgsreead rgfertghs aesdw dwsef rgfe. Sgsfs srgrdsrfvseartwregf.,9/2/2019,Aluminum,Metallurgy,Aluminium smleting,Aluminium recycling; Car manufacture; Manufacture of food containers,3190971,tons,1;3;1;5;164,https://upload.wikimedia.org/wikipedia/commons/c/c2/Luftaufnahmen_Nordseekueste_2012-05-by-RaBoe-478.jpg
rdf.bonsai.uno/exiobase3_3_17/activities/A_WHEA,Cultivation of wheat,i01.b,A_WHEA,This dataset is about Cultivation of wheat. It presents the production of aluminium from the extraction of raw materials to the distribution of the finished product.,,bonsaiDB,bonsaiDB,This is an in-depth explanation of what the activity dataset covers. And what follows is gibberish. Kliuhoæi loij iuh'iu. Jluyklujbælkjn de gre fgk afsafd arga aesdefef. Awrfwaqefadfa. Fgsreead rgfertghs aesdw dwsef rgfe. Sgsfs srgrdsrfvseartwregf.,9/3/2019,Aluminum,Metallurgy,Aluminium smleting,Aluminium recycling; Car manufacture; Manufacture of food containers,6050171,unit,1;3;1;5;165,https://upload.wikimedia.org/wikipedia/commons/c/c2/Luftaufnahmen_Nordseekueste_2012-05-by-RaBoe-478.jpg
rdf.bonsai.uno/exiobase3_3_17/activities/A_WOOD,Manufacture of wood and of products of wood and cork except furniture; manufacture of articles of straw and plaiting materials (20),i20,A_WOOD,This dataset is about Manufacture of wood and of products of wood and cork except furniture; manufacture of articles of straw and plaiting materials (20). It presents the production of aluminium from the extraction of raw materials to the distribution of the finished product.,,bonsaiDB,bonsaiDB,This is an in-depth explanation of what the activity dataset covers. And what follows is gibberish. Kliuhoæi loij iuh'iu. Jluyklujbælkjn de gre fgk afsafd arga aesdefef. Awrfwaqefadfa. Fgsreead rgfertghs aesdw dwsef rgfe. Sgsfs srgrdsrfvseartwregf.,9/4/2019,Aluminum,Metallurgy,Aluminium smleting,Aluminium recycling; Car manufacture; Manufacture of food containers,7452644,cubic meter,1;3;1;5;166,https://upload.wikimedia.org/wikipedia/commons/c/c2/Luftaufnahmen_Nordseekueste_2012-05-by-RaBoe-478.jpg
rdf.bonsai.uno/exiobase3_3_17/activities/A_WOOL,Wool silk-worm cocoons,i01.o,A_WOOL,This dataset is about Wool silk-worm cocoons. It presents the production of aluminium from the extraction of raw materials to the distribution of the finished product.,,bonsaiDB,bonsaiDB,This is an in-depth explanation of what the activity dataset covers. And what follows is gibberish. Kliuhoæi loij iuh'iu. Jluyklujbælkjn de gre fgk afsafd arga aesdefef. Awrfwaqefadfa. Fgsreead rgfertghs aesdw dwsef rgfe. Sgsfs srgrdsrfvseartwregf.,9/5/2019,Aluminum,Metallurgy,Aluminium smleting,Aluminium recycling; Car manufacture; Manufacture of food containers,7490266,tons,1;3;1;5;167,https://upload.wikimedia.org/wikipedia/commons/c/c2/Luftaufnahmen_Nordseekueste_2012-05-by-RaBoe-478.jpg
rdf.bonsai.uno/exiobase3_3_17/activities/A_WOOW,Re-processing of secondary wood material into new wood material,i20.w,A_WOOW,This dataset is about Re-processing of secondary wood material into new wood material. It presents the production of aluminium from the extraction of raw materials to the distribution of the finished product.,,bonsaiDB,bonsaiDB,This is an in-depth explanation of what the activity dataset covers. And what follows is gibberish. Kliuhoæi loij iuh'iu. Jluyklujbælkjn de gre fgk afsafd arga aesdefef. Awrfwaqefadfa. Fgsreead rgfertghs aesdw dwsef rgfe. Sgsfs srgrdsrfvseartwregf.,9/6/2019,Aluminum,Metallurgy,Aluminium smleting,Aluminium recycling; Car manufacture; Manufacture of food containers,3679846,unit,1;3;1;5;168,https://upload.wikimedia.org/wikipedia/commons/c/c2/Luftaufnahmen_Nordseekueste_2012-05-by-RaBoe-478.jpg
